confident,lead,flagship_line,alias_terms,code,score,runner_up,reasons,keys
true,dailuaine,DAILUAINE 21 YR SR F26,dailuaine 21 yr sr f26,35763,0,,sizes:1|aged,dailuaine|dailuaine 21
true,dalmore,DALMORE PORT WOOD RESERVE,dalmore port wood reserve,18065,2,DALMORE PORT WOOD RSV (-990),sizes:1|flavors:1,dalmore|dalmore port
true,dalton,DALTON RESPONSIBLY VODKA,dalton responsibly vodka,31340,40,,sizes:4,dalton|dalton responsibly
true,dama,DAMA FORTUNA BLANCO TEQUILA,dama fortuna blanco tequila,35997,10,,sizes:1,dama|dama fortuna
true,damiana,DAMIANA LIQUEUR,damiana liqueur,17820,10,,sizes:1,damiana
true,damrak,DAMRAK AMSTERDAM GIN,damrak amsterdam gin,16218,10,,sizes:1,damrak|damrak amsterdam
true,dancng,DANCNG GOAT QUIRKY HUMBLE 7 YR,dancng goat quirky humble yr,29483,0,,sizes:1|aged,dancng|dancng goat
true,danhattan,DANHATTAN RTD COCKTAIL,danhattan rtd cocktail,31230,10,,sizes:1,danhattan|danhattan rtd
true,dareos,DAREOS TSIPOURO,dareos tsipouro,31665,10,,sizes:1,dareos|dareos tsipouro
true,darnley,DARNLEY S VIEW ORIGINAL GIN,darnley view original gin,32680,10,,sizes:1,darnley
true,darvelle,DARVELLE FRERES VSOP BRANDY,darvelle freres vsop brandy,31365,10,,sizes:1,darvelle|darvelle freres
true,dasara,DASARA SAVARI GIN,dasara savari gin,34945,10,,sizes:1,dasara|dasara savari
true,dashfire,DASHFIRE BBN OLD FASHIONED,dashfire bbn old fashioned,21930,2,,sizes:1|flavors:1,dashfire|dashfire bbn
true,david,DAVID NICHOLSON 1843,david nicholson 1843,18530,10,DAVID NICHOLSON RESERVE (2),sizes:1,david|david nicholson
true,davyjones,DAVYJONES RUM,davyjones rum,12213,10,,sizes:1,davyjones
true,day,DAY DREAMER REPOSADO CERAMIC,day dreamer reposado ceramic,35686,10,DAY TRIP STRAWBERRY BITTER LIQ (2),sizes:1,day|day trip|day dreamer
true,dc,DC CAMO BUTCHER S CUT BBN,dc camo butcher cut bbn,36437,10,DC HOMEGROWN RYE SHERRY BARREL (2),sizes:1,
true,deadwood,DEADWOOD RYE WHISKEY,deadwood rye whiskey,35555,10,,sizes:1,deadwood|deadwood rye
true,deanston,DEANSTON VIRGIN OAK,deanston virgin oak,10941,10,DEANSTON 12 YR (0),sizes:1,deanston|deanston virgin|deanston 12
true,death,DEATH S DOOR GIN,death door gin,7494,10,,sizes:1,death
true,delola,DELOLA SPRITZ PALOMA ROSA,delola spritz paloma rosa,28804,10,DELOLA SPRITZ L ORANGE (2),sizes:1,delola|delola spritz|delola light
true,deluze,DELUZE VSOP COGNAC,deluze vsop cognac,32596,10,,sizes:1,deluze|deluze vsop
true,dempsey,DEMPSEY S IRISH WHISKEY,dempsey irish whiskey,19438,10,DEMPSEY S IRISH CREAM (2),sizes:1,dempsey
true,denaka,DENAKA 80 DEN,denaka 80 den,91216,20,,sizes:2,denaka|denaka 80
true,denizen,DENIZEN AGED WHITE RUM,denizen aged white rum,23977,10,DENIZEN MERCHANTS RESERVE (2),sizes:1,denizen|denizen aged|denizen merchants
true,detonacion,DETONACION REPOSADO CRISTALINO,detonacion reposado cristalino,101604,10,,sizes:1,detonacion|detonacion reposado
true,devil,DEVIL S DEVIL SINNAMON SPIRITS,devil devil sinnamon spirits,33820,20,DEVIL S DEVIL SINNAMON SPIR (10),sizes:2,devil
true,devlin,DEVLIN IRISH WHISKEY,devlin irish whiskey,32549,10,,sizes:1,devlin|devlin irish
true,devotion,DEVOTION TIKI TEA,devotion tiki tea,35556,20,,sizes:2,devotion|devotion tiki
true,dewar,DEWAR S WHITE LABEL,dewar white label,16907,60,DEWAR S SPECIAL RESERVE 12 YR (12),sizes:6,dewar
true,dg,DG SINGLE BARREL RYE CASK,dg single barrel rye cask,23537,2,,sizes:1|flavors:1,
true,di,DI AMORE AMARETTO,di amore amaretto,88116,30,DI AMORE SAMBUCA (20),sizes:3,
true,diaz,DIAZ BROTHERS AGAVE ESPADIN,diaz brothers agave espadin,23901,10,,sizes:1,diaz|diaz brothers
true,dictador,DICTADOR RUM,dictador rum,36509,10,DICTADOR RUM 12 YR (0),sizes:1,dictador
true,dimple,DIMPLE PINCH SCOTCH,dimple pinch scotch,18567,2,,sizes:1|flavors:1,dimple|dimple pinch
true,diplomatico,DIPLOMATICO AMBASSADOR,diplomatico ambassador,11777,20,DIPLOMATICO RESERVA EXCLUSIVA (12),sizes:2,diplomatico|diplomatico chancellor|diplomatico ambassador|diplomatico reserva|diplomatico mantuano|diplomatico planas|diplomatico seleccion|diplomatico dstl|diplomatico no|diplomatico sngl|diplomatico rsva
true,disaronno,DISARONNO AMARETTO IT,disaronno amaretto it,41497,70,DISARONNO VELVET CREAM LIQUEUR (22),sizes:7,disaronno|disaronno amaretto|disaronno velvet|disaronno 500yr
true,distiller,DISTILLER S CHOICE BLEND IRISH,distiller choice blend irish,33961,10,DISTILLER S CACHE 4 GRAIN BOND (2),sizes:1,distiller
true,distillerie,DISTILLERIE PAUL DEVOILLE,distillerie paul devoille,31907,10,,sizes:1,distillerie|distillerie paul
true,divino,DIVINO MAGUEY ESPADIN,divino maguey espadin,34413,20,DIVINO MAGUEY GUAYABA (10),sizes:2,divino|divino maguey
true,divna,DIVNA QUINCE BRANDY,divna quince brandy,31909,10,,sizes:1,divna|divna quince
true,dizzy,DIZZY DONKEY BLANCO TEQ,dizzy donkey blanco teq,35704,20,DIZZY DONKEY REPOSADO (10),sizes:2,dizzy|dizzy donkey
true,doctor,DOCTOR BIRD RUM,doctor bird rum,16068,20,DOCTOR BIRD PINAPPLE RUM (2),sizes:2,doctor|doctor bird
true,dolin,DOLIN GENEPY LE CHAMOIS,dolin genepy le chamois,10828,10,,sizes:1,dolin|dolin genepy
true,domaine,DOMAINE DE CANTON,domaine de canton,6303,30,,sizes:3,domaine|domaine de
true,domainer,DOMAINER LIQUEUR,domainer liqueur,100247,10,,sizes:1,domainer
true,dong,DONG AN BAIJIU,dong an baijiu,31840,10,,sizes:1,dong|dong an
true,door,DOOR COUNTY CHERRY VODKA,door county cherry vodka,22865,2,,sizes:1|flavors:1,door|door county
true,doorly,DOORLY S X O RUM,doorly rum,26572,10,DOORLY S 8 YR (0),sizes:1,doorly
true,dorado,DORADO GOLD,dorado gold,21510,10,,sizes:1,dorado|dorado gold
true,dorda,DORDA DOUBLE CHOCOLATE LIQUEUR,dorda double chocolate liqueur,23213,10,DORDA COFFEE LIQUEUR (2),sizes:1,dorda|dorda sea|dorda double|dorda coffee
true,dough,DOUGH BALL COOKIE DOUGH WHISKY,dough ball cookie dough whisky,26041,20,DOUGH BALL COOKIE DOUGH WSK (10),sizes:2,dough|dough ball
true,dr,DR MCGILLICUDDY S MENTHOLMN,dr mcgillicuddy mentholmn,57457,60,DR MCGILLICUDDY S CHERRY (52),sizes:6,
true,drambuie,DRAMBUIE SCOT,drambuie scot,64037,30,,sizes:3,drambuie|drambuie scot
true,droptine,DROPTINE BOURBON WHISKEY,droptine bourbon whiskey,23880,10,,sizes:1,droptine
true,drumshanbo,DRUMSHANBO GUNPOWDER IRISH GIN,drumshanbo gunpowder irish gin,16041,30,DRUMSHANBO CALI CITRUS GIN (10),sizes:3,drumshanbo|drumshanbo tawny|drumshanbo gunpowder|drumshanbo sausage|drumshanbo cali|drumshanbo sard|drumshanbo galante|drumshanbo single|drumsha|drumsha gunpowder|drums|drums sardinian
true,dry,DRY GIN XII,dry gin xii,35240,10,DRY FLY BOURBON 101 (4),sizes:1,dry|dry fly
true,dshot,DSHOT SOUR TROPICAL STORM,dshot sour tropical storm,34658,10,DSHOT SOUR APPLE (2),sizes:1,dshot|dshot juicy|dshot sour|dshot watermelon
true,dublin,DUBLIN INK,dublin ink,53800,10,,sizes:1,dublin|dublin ink
true,dubliner,DUBLINER FIERY IRISH,dubliner fiery irish,33704,10,,sizes:1,dubliner|dubliner fiery
true,duggan,DUGGAN S DEW SCOTCH,duggan dew scotch,89776,10,,sizes:1,duggan
true,duke,DUKE KENTUCKY STRAIGHT BOURBON,duke kentucky straight bourbon,18351,10,DUKE DAME SALTED CARAMEL (-6),sizes:1,duke|duke kentucky|duke dame
true,dulce,DULCE VIDA ORGANIC BLANCO,dulce vida organic blanco,15357,40,DULCE VIDA GRAPEFRUIT (22),sizes:4,dulce|dulce vida
true,duncan,DUNCAN TAYLOR BLENDED SCOTCH,duncan taylor blended scotch,100133,20,DUNCAN TAYLOR 12 YR (10),sizes:2,duncan|duncan taylor
true,dusse,DUSSE VSOP,dusse vsop,34345,10,,sizes:1,dusse|dusse vsop
true,dutch,DUTCH BARN VODKA,dutch barn vodka,35496,10,,sizes:1,dutch|dutch barn
true,e,E J V S,,34687,70,E J SUPERIOR RESERVE V S O P (62),sizes:7,
true,eagle,EAGLE RARE SINGLE BARREL 10 YR,eagle rare single barrel 10,953,12,EAGLE RARE 30 YR (0),sizes:3|flavors:1|aged,eagle|eagle rare
true,early,EARLY TIMES,early times,8637,70,EARLY TIMES BOTTLED IN BOND (12),sizes:7,early|early times
true,east,EAST SIDE GIN,east side gin,34870,10,,sizes:1,east|east side
true,edinburgh,EDINBURGH GIN,edinburgh gin,35270,30,EDINBURGH ELDERFLOWER LIQUEUR (20),sizes:3,edinburgh|edinburgh rhubarb|edinburgh elderflower|edinburgh the|edinburgh raspberry|edinburgh key|edinburgh seaside|edinburgh lemon
true,effen,EFFEN VODKA,effen vodka,3710,30,EFFEN CUCUMBER (20),sizes:3,effen|effen green|effen cucumber|effen black
true,egg,EGG NOG APPALACHIAN SIPPIN CRE,egg nog appalachian sippin cre,24714,2,,sizes:1|flavors:1,egg|egg nog
true,eight,EIGHT RESERVE BY 818 ANEJO,eight reserve by 818 anejo,28224,12,,sizes:2|flavors:1,eight|eight reserve
true,eighteen,EIGHTEEN 67 CANADIAN WHISKY,eighteen 67 canadian whisky,19685,10,EIGHTEEN 67 CANADIAN APPLE (2),sizes:1,eighteen|eighteen 67
true,eiko,EIKO VODKA,eiko vodka,101598,10,,sizes:1,eiko
true,eiregold,EIREGOLD IRISH WHISKEY,eiregold irish whiskey,32585,10,,sizes:1,eiregold|eiregold irish
true,eis,EIS MINZE PEPPERMINT SCHNAPPS,eis minze peppermint schnapps,27126,2,,sizes:1|flavors:1,eis|eis minze
true,element,ELEMENT LORE SINGLE MALT IRISH,element lore single malt irish,31408,10,ELEMENT FUSION R 1 0 (-990),sizes:1,element|element fusion|element lore
true,elisir,ELISIR MP ROUX LIQUEUR,elisir mp roux liqueur,33601,10,,sizes:1,elisir|elisir mp
true,elite,ELITE ARAK,elite arak,33614,10,,sizes:1,elite|elite arak
true,ellington,ELLINGTON CANADIAN WHISKY,ellington canadian whisky,30632,20,ELLINGTON RSRV BUTTER PECAN CR (2),sizes:2,ellington|ellington reserve|ellington resrv|ellington canadian|ellington rsrv|ellington extr
true,elmer,ELMER T LEE,elmer lee,959,10,,sizes:1,elmer
true,elsewhere,ELSEWHERE BLOOD ORANGE APERITI,elsewhere blood orange aperiti,33993,2,,sizes:1|flavors:1,elsewhere|elsewhere blood
true,emmets,EMMETS IRISH CREAM IRE,emmets irish cream ire,46137,22,,sizes:3|flavors:1,emmets|emmets irish
true,empress,EMPRESS 1908 INDIGO GIN,empress 1908 indigo gin,24464,40,EMPRESS ELDERFLOWER ROSE GIN (20),sizes:4,empress|empress original|empress 1908|empress elderflower|empress cucumber
true,enchanted,ENCHANTED FLURRIES ELDERFLOWER,enchanted flurries elderflower,30795,10,ENCHANTED FLURRIES RASPBERRY (2),sizes:1,enchanted|enchanted flurries
true,engine,ENGINE ORGANIC GIN,engine organic gin,25795,10,,sizes:1,engine|engine organic
true,ensign,ENSIGN RED WHISKY,ensign red whisky,28839,20,ENSIGN RED PEACH (12),sizes:2,ensign|ensign red
true,equiano,EQUIANO LIGHT RUM,equiano light rum,33724,10,,sizes:1,equiano|equiano light
true,esme,ESME GIN,esme gin,29201,20,ESME PINK GIN (10),sizes:2,esme|esme pink
true,espero,ESPERO BLANCO,espero blanco,34720,10,,sizes:1,espero|espero blanco
true,evan,EVAN WILLIAMS BLACK LABEL,evan williams black label,8687,70,EVAN WILLIAMS HONEY (42),sizes:7,evan|evan williams|evan wms
true,evangeline,EVANGELINE S PRALINES CREAM,evangeline pralines cream,14670,2,,sizes:1|flavors:1,evangeline
true,evil,EVIL BEAN COFFEE LIQUEUR,evil bean coffee liqueur,34398,2,,sizes:1|flavors:1,evil|evil bean
true,exclusiv,EXCLUSIV VODKA,exclusiv vodka,33925,40,EXCLUSIV APPLE VODKA (22),sizes:4,exclusiv|exclusiv apple|exclusiv berry|exclusiv coconut|exclusiv peach|exclusiv pineapple
true,ezra,EZRA BROOKS KSBW 90 PRF,ezra brooks ksbw 90 prf,100129,40,EZRA BROOKS SOUR MASH 99 PROOF (20),sizes:4,ezra|ezra brooks|ezra books
true,failte,FAILTE VODKA POTATO,failte vodka potato,33830,10,,sizes:1,failte
true,familia,FAMILIA CAMARENA PLATINUM ANEJ,familia camarena platinum anej,31455,10,,sizes:1,familia|familia camarena
true,faretti,FARETTI BISCOTTI LIQUEUR,faretti biscotti liqueur,33115,10,FARETTI ESPRESSO COFFEE LIQ (-6),sizes:1,faretti|faretti espresso|faretti biscotti
true,farmer,FARMER S GIN,farmer gin,32157,10,,sizes:1,farmer
true,fennellys,FENNELLYS IRISH CREAM,fennellys irish cream,27621,2,,sizes:1|flavors:1,fennellys|fennellys irish
true,fernet,FERNET BRANCA,fernet branca,1737,30,FERNET VITTONE CLASSICO (10),sizes:3,fernet|fernet branca|fernet vittone
true,fid,FID STREET LONDON DRY GIN,fid street london dry gin,34037,10,,sizes:1,fid|fid street
true,fidelitas,FIDELITAS KIRSCHWASSER,fidelitas kirschwasser,27132,10,,sizes:1,fidelitas|fidelitas kirschwasser
true,field,FIELD STREAM SWEET TEA MOONS,field stream sweet tea moons,35049,10,FIELD STREAM HONEY PECAN (2),sizes:1,field|field stream
true,fifty,FIFTY STATES VODKA,fifty states vodka,30770,20,,sizes:2,fifty|fifty states
true,figenza,FIGENZA MEDITERRANEAN FIG VODKA,figenza mediterranean fig vodka,101804,10,,sizes:1,figenza|figenza mediterranean
true,fighting,FIGHTING COCK BBN,fighting cock bbn,84566,10,,sizes:1,fighting|fighting cock
true,filibuster,FILIBUSTER TRIPLE CASK MADEIRA,filibuster triple cask madeira,28204,10,FILIBUSTER BOTTLED IN BOND BBN (2),sizes:1,filibuster|filibuster bottled|filibuster triple
true,finlaggan,FINLAGGAN OLD RESERVE SNGL MLT,finlaggan old reserve sngl mlt,31249,2,,sizes:1|flavors:1,finlaggan|finlaggan old
true,finlandia,FINLANDIA FIN,finlandia fin,61207,40,FINLANDIA GRAPEFRUIT (12),sizes:4,finlandia|finlandia grapefruit|finlandia fin
true,fiorente,FIORENTE ELDERFLOWER LIQUEUR,fiorente elderflower liqueur,15116,10,,sizes:1,fiorente|fiorente elderflower
true,fireball,FIREBALL CINNAMON,fireball cinnamon,88236,54,FIREBALL BLAZIN APPLE (44),sizes:7|flavors:2,fireball|fireball cinnamon|fireball torch|fireball blazin|fireball tropical|fireball party|fireball birdieshot|fireball cinn|fireball cinna|fireball summer|fireball window|fireball dragon|fireball tailgate|fireball collector|fireball trick|fireball candy|fireball stocking|fireball truth|fireball wreath|fireball lions|fireball blazn|fireball gift|fireball winter|fireball ski|fireball square|fireball cinnam
true,firefly,FIREFLY SWEET TEA,firefly sweet tea,5460,32,FIREFLY MOONSHINE (2),sizes:4|flavors:1,firefly|firefly sweet|firefly apple|firefly caramel|firefly cherry|firefly moonshine|firefly peach|firefly strawberry
true,first,FIRST CALL KY STRAIGHT RYE WSK,first call ky straight rye,29206,20,FIRST WEST EXTRA AGED BBN (10),sizes:2,first|first west|first call
true,fistful,FISTFUL OF BOURBON,fistful of bourbon,26328,10,,sizes:1,fistful|fistful of
true,fkng,FKNG VODKA,fkng vodka,20418,10,FKNG SM BATCH BOURBON 5 YR (-8),sizes:1,fkng|fkng sm|fkng sngl
true,floh,FLOH VODKA,floh vodka,35885,10,FLOH VODKA PINK GRPFRUT DRAGON (2),sizes:1,floh
true,flor,FLOR DE CANA ANEJO ORO,flor de cana anejo oro,236,20,FLOR DE CANA ECO (10),sizes:2,flor|flor de
true,flying,FLYING ACE STRAIGHT BOURBON,flying ace straight bourbon,23808,10,FLYING ACE PEACH WHISKEY (2),sizes:1,flying|flying ace
true,foggy,FOGGY MTN LATITUDE 45 VODKA,foggy mtn latitude 45 vodka,34284,20,FOGGY MTN NX BOURBON (10),sizes:2,foggy|foggy mtn|foggy mountain
true,fontbonne,FONTBONNE HERBAL LIQUEUR,fontbonne herbal liqueur,32371,10,,sizes:1,fontbonne|fontbonne herbal
true,fords,FORDS GIN,fords gin,22484,20,FORDS GIN SLOE GIN (10),sizes:2,fords
true,foret,FORET D ORANGES COGNAC LIQUEUR,foret oranges cognac liqueur,27134,2,,sizes:1|flavors:1,foret
true,forty,FORTY CREEK BARREL SELECT,forty creek barrel select,93550,4,,sizes:2|flavors:2,forty|forty creek
true,founder,FOUNDER S CHOICE SM IRISH WSKY,founder choice sm irish wsky,33962,10,,sizes:1,founder
true,four,FOUR FREEDOMS VODKA,four freedoms vodka,19407,40,FOUR ROSES BOURBON (30),sizes:4,four|four roses|four freedoms|four sixes|four carat|four corners
true,frangelico,FRANGELICO,frangelico,4962,30,,sizes:3,frangelico
true,fraser,FRASER THOMPSON WHISKEY,fraser thompson whiskey,31765,10,,sizes:1,fraser|fraser thompson
true,freedom,FREEDOM FIGHTER BOURBON,freedom fighter bourbon,100832,10,,sizes:1,freedom|freedom fighter
true,fresh,FRESH BOURBON WHISKEY,fresh bourbon whiskey,36481,10,,sizes:1,fresh
true,friesia,FRIESIA VODKA,friesia vodka,33274,40,,sizes:4,friesia
true,fris,FRIS VODKA,fris vodka,60417,70,FRIS VODKA 100 PROOF (24),sizes:7,fris|fris peach|fris pink|fris raspberry|fris variety
true,frisky,FRISKY WHISKEY,frisky whiskey,31533,10,,sizes:1,frisky
true,froggy,FROGGY B VODKA,froggy vodka,27136,20,,sizes:2,froggy
true,fukano,FUKANO JAPANESE WHISKY,fukano japanese whisky,29942,10,FUKANO JAPANESE SNGL CASK 14YR (0),sizes:1,fukano|fukano japanese
true,fully,FULLY COCKED ROOSTER AMER BBN,fully cocked rooster amer bbn,36426,10,,sizes:1,fully|fully cocked
true,fulton,FULTON S PUMPKIN PIE CREAM LIQ,fulton pumpkin pie cream liq,6926,-6,,sizes:1|flavors:2,fulton
true,fuyu,FUYU JAPANESE MIZUNARA FIN,fuyu japanese mizunara fin,30381,10,FUYU JAPANESE WHISKEY SM BATCH (2),sizes:1,fuyu|fuyu japanese
true,g,G W FIVE STAR,five star,3097,50,G J GREENALL S EMERALD STAR GIN (20),sizes:5,
true,gabriello,GABRIELLO AMARO TOSCANO,gabriello amaro toscano,36899,10,,sizes:1,gabriello|gabriello amaro
true,gaetano,GAETANO TRIPLE SEC,gaetano triple sec,84176,20,GAETANO AMARETTO (10),sizes:2,gaetano|gaetano amaretto|gaetano melon|gaetano black|gaetano blue|gaetano orange|gaetano peach|gaetano long|gaetano grand|gaetano triple|gaetano root
true,gallant,GALLANT VODKA,gallant vodka,29129,40,,sizes:4,gallant
true,galliano,GALLIANO L AUTENTICO,galliano autentico,19666,30,GALLIANO L APERTIVO (10),sizes:3,galliano|galliano espresso
true,game,GAME DAY VODKA,game day vodka,36323,20,GAME TIME VODKA (10),sizes:2,game|game time|game day
true,gammel,GAMMEL DANSK BITTERS,gammel dansk bitters,36510,10,,sizes:1,gammel|gammel dansk
true,garava,GARAVA SHADY APPLE BRANDY,garava shady apple brandy,31910,2,,sizes:1|flavors:1,garava|garava shady
true,garavogue,GARAVOGUE IRISH WHISKY,garavogue irish whisky,35983,10,,sizes:1,garavogue|garavogue irish
true,garland,GARLAND S IRISH CREAM LIQUEUR,garland irish cream liqueur,36101,2,,sizes:1|flavors:1,garland
true,garnish,GARNISH ISLAND GIN,garnish island gin,101846,10,,sizes:1,garnish|garnish island
true,gautier,GAUTIER VS,gautier vs,13428,20,,sizes:2,gautier|gautier vs
true,geijer,GEIJER CALIFORNIA FALERNUM,geijer california falernum,31357,10,,sizes:1,geijer|geijer california
true,gentiane,GENTIANE LIQUEUR,gentiane liqueur,100565,10,,sizes:1,gentiane
true,gentleman,GENTLEMAN JACK,gentleman jack,8787,60,GENTLEMAN S CUT (10),sizes:6,gentleman|gentleman jack
true,geometric,GEOMETRIC GIN,geometric gin,101018,10,,sizes:1,geometric
true,georgi,GEORGI VODKA,georgi vodka,16869,10,GEORGI RASPBERRY (2),sizes:1,georgi|georgi french|georgi raspberry
true,georgia,GEORGIA MOON FRUIT JAR,georgia moon fruit jar,91490,10,GEORGIA MOON PEACH (2),sizes:1,georgia|georgia moon
true,germain,GERMAIN ROBIN XO,germain robin xo,31456,10,GERMAIN ROBIN 7 YR (0),sizes:1,germain|germain robin
true,ghost,GHOST BLANCO TEQUILA,ghost blanco tequila,23133,20,GHOST REPOSADO TEQUILA (10),sizes:2,ghost|ghost spicy|ghost blanco|ghost reposado
true,giant,GIANT 95,giant 95,18493,10,,sizes:1,giant|giant 95
true,gibson,GIBSON S 12 YR,gibson 12 yr,8098,0,,sizes:1|aged,gibson
true,gilbey,GILBEY S D L D,gilbey,27507,50,GILBEY S VODKA (30),sizes:5,gilbey
true,gin,GIN MARE,gin mare,29414,20,GIN MG CLASSIC (10),sizes:2,gin|gin lane|gin mare|gin de|gin mg
true,ginarte,GINARTE DRY GIN,ginarte dry gin,26762,10,,sizes:1,ginarte|ginarte dry
true,ginger,GINGER DEVIL GINGER SPICED,ginger devil ginger spiced,18562,-6,,sizes:1|flavors:2,ginger|ginger devil
true,ginja,GINJA ROSSIO CHERRY LIQUEUR,ginja rossio cherry liqueur,28911,2,,sizes:1|flavors:1,ginja|ginja rossio
true,ginstache,GINSTACHE GREYSTACHE,ginstache greystache,18248,10,,sizes:1,ginstache|ginstache greystache
true,giulioncello,GIULIONCELLO CITRUS CREAM,giulioncello citrus cream,36308,2,,sizes:1|flavors:1,giulioncello|giulioncello citrus
true,glayva,GLAYVA LIQUEUR,glayva liqueur,30797,10,,sizes:1,glayva
true,glencadam,GLENCADAM 1825 SINGLE MALT,glencadam 1825 single malt,32841,10,,sizes:1,glencadam|glencadam 1825
true,glenfiddich,GLENFIDDICH 12 YR,glenfiddich 12 yr,17707,40,GLENFIDDICH GRAND COURONNE 26Y (10),sizes:5|aged,glenfiddich|glenfiddich 18|glenfiddich 14|glenfiddich 30|glenfiddich 12|glenfiddich grand|glenfiddich 12yr|glenfiddich 21|glenfiddich 19|glenfiddich aston|glenfiddich 40|glenfiddich 15
true,glenkinchi,GLENKINCHI 27 YR,glenkinchi 27 yr,30146,0,,sizes:1|aged,glenkinchi|glenkinchi 27
true,glenkinchie,GLENKINCHIE 12 YR,glenkinchie 12 yr,4775,0,,sizes:1|aged,glenkinchie|glenkinchie 12
true,glenmorangie,GLENMORANGIE ORIGINAL 12 YR,glenmorangie original 12 yr,32041,20,GLENMORANGIE X (10),sizes:3|aged,glenmorangie|glenmorangie harrison|glenmorangie gv|glenmorangie cadboll|glenmorangie barrel|glenmorangie original|glenmorangie triple|glenmorangie azuma|glenmorangie tale|glenmorangie the|glenmorangie lasanta|glenmorangie nectar|glenmorangie origina|glenmorangie quinta|glenmorangie orig|glenmorangie signet|glenmorangie 18
true,glenvulin,GLENVULIN LION,glenvulin lion,34660,10,,sizes:1,glenvulin|glenvulin lion
true,goalong,GOALONG SINGLE MALT WHISKY,goalong single malt whisky,26373,10,,sizes:1,goalong|goalong single
true,godawan,GODAWAN RICH AND ROUNDED,godawan rich and rounded,28825,10,,sizes:1,godawan|godawan rich
true,godenoc,GODENOC EXTRA ANEJO CERAMIC,godenoc extra anejo ceramic,24242,10,,sizes:1,godenoc|godenoc extra
true,gokoo,GOKOO MUGI SHOCHU,gokoo mugi shochu,33070,10,,sizes:1,gokoo|gokoo mugi
true,gold,GOLD RUSH,gold rush,17660,10,GOLD SPOT 13 YR (0),sizes:1,gold|gold rush|gold spot
true,goldschlager,GOLDSCHLAGER SCHNAPPS SWZ,goldschlager schnapps swz,58487,50,GOLDSCHLAGER 10PK (10),sizes:5,goldschlager|goldschlager rose|goldschlager pl
true,good,GOOD BOY VODKA,good boy vodka,27839,40,GOOD TIMES DARK FRUIT (10),sizes:4,good|good old|good boy|good times
true,gooderham,GOODERHAM WORTS WHISKY,gooderham worts whisky,32261,10,,sizes:1,gooderham|gooderham worts
true,goodnight,GOODNIGHT LOVING VODKA,goodnight loving vodka,35667,30,,sizes:3,goodnight|goodnight loving
true,gosling,GOSLING S BLACK SEAL 80 BER,gosling black seal 80 ber,39307,30,GOSLING S GOLD RUM (10),sizes:3,gosling
