confident,lead,flagship_line,alias_terms,code,score,runner_up,reasons,keys
false,fratelli,FRATELLI VINCENZI APERITIVO,fratelli vincenzi aperitivo,36898,10,FRATELLI VINCENZI SAMBUCA ITAL (10),sizes:1,fratelli|fratelli vincenzi
false,freeland,FREELAND SPIRITS GIN,freeland spirits gin,32234,10,FREELAND SPIRITS DRY GIN (10),sizes:1,freeland
false,frey,FREY RANCH STRAIGHT RYE,frey ranch straight rye,32435,10,FREY RANCH STRAIGHT BOURBON (10),sizes:1,frey|frey ranch
false,frigate,FRIGATE RESERVE RUM 8 YR,frigate reserve rum yr,32439,-8,FRIGATE RESERVE RUM 15 YR (-8),sizes:1|flavors:1|aged,frigate|frigate reserve
false,g4,G4 ANEJO,g4 anejo,35742,10,G4 BLANCO (10),sizes:1,
false,garrison,GARRISON BROS BOOT FLASK,garrison bros boot flask,32664,10,GARRISON BROTHERS SONORA (10),sizes:1,garrison|garrison brothers|garrison bros
false,gazdina,GAZDINA RAKIJA PEAR BRANDY,gazdina rakija pear brandy,15020,10,GAZDINA RAKIJA PLUM BRANDY (10),sizes:1,gazdina|gazdina rakija
false,george,GEORGE DICKEL RYE,george dickel rye,9433,20,GEORGE DICKEL OLD 8 (20),sizes:2,george|george dickel
false,giffard,GIFFARD MANGUE,giffard mangue,33202,10,GIFFARD LICHI LI (10),sizes:1,giffard|giffard coconut|giffard creme|giffard banane|giffard wild|giffard caribbean|giffard lichi|giffard fruit|giffard rhubarbe|giffard vanille|giffard abricot|giffard blue|giffard cafe|giffard cassis|giffard ginger|giffard mangue|giffard menthe|giffard piment|giffard triple
false,glasgow,GLASGOW DISTILLERY 1770 ORIG,glasgow distillery 1770 orig,34862,10,GLASGOW DIST 1770 TRIPLE DIST (10),sizes:1,glasgow|glasgow dist|glasgow distillery
false,glen,GLEN MORAY CLASSIC,glen moray classic,11691,10,GLEN SCOTIA VICTORIANA (10),sizes:1,glen|glen moray|glen fohdry|glen scotia|glen grant
false,glendalough,GLENDALOUGH ROSE GIN,glendalough rose gin,20069,10,GLENDALOUGH POT STILL IRISH (10),sizes:1,glendalough|glendalough dbl|glendalough rose|glendalough wild|glendalough pot
false,glendronach,GLENDRONACH 12 YR,glendronach 12 yr,10783,10,GLENDRONACH 18 YR (10),sizes:2|aged,glendronach|glendronach 12|glendronach 18|glendronach 21|glendronach revival|glendronach port|glendronach grandeur|glendronach 15|glendronach ode
false,glenfarclas,GLENFARCLAS SCOTCH 50 YR,glenfarclas scotch 50 yr,100363,0,GLENFARCLAS SCOTCH 35 YR (0),sizes:1|aged,glenfarclas
false,glenglassaugh,GLENGLASSAUGH TORFA,glenglassaugh torfa,30819,10,GLENGLASSAUGH PORTSOY (10),sizes:1,glenglassaugh|glenglassaugh portsoy|glenglassaugh sandend|glenglassaugh 12|glenglassaugh evolution|glenglassaugh torfa|glenglassaugh 2011|glenglassaugh 1972|glenglassaugh 1973|glenglassaugh 1974
false,glengoyne,GLENGOYNE CASK STRENGTH,glengoyne cask strength,28978,10,GLENGOYNE WHITE OAK SNGL MALT (10),sizes:1,glengoyne|glengoyne single|glengoyne mizunara|glengoyne 12|glengoyne 25|glengoyne cask|glengoyne 15|glengoyne 30|glengoyne white|glengoyne 18|glengoyne 10|glengoyne 21
false,glenlivet,GLENLIVET FOUNDER S RESERVE,glenlivet founder reserve,12919,32,GLENLIVET 12 YR (30),sizes:4|flavors:1,glenlivet|glenlivet founder|glenlivet 14|glenlivet enigma|glenlivet french|glenlivet 12|glenlivet nadurra|glenlivet fusion|glenlivet archive|glenlivet 40|glenlivet jamaica|glenlivet 25|glenlivet 18
false,glenrothes,GLENROTHES BOURBON CASK RSRV,glenrothes bourbon cask rsrv,15506,2,GLENROTHES 12 YR (0),sizes:1|flavors:1,glenrothes|glenrothes 12|glenrothes 18|glenrothes 15|glenrothes pocket
false,glenturret,GLENTURRET 23 PEAT SMOKED 10Y,glenturret 23 peat smoked 10y,31110,10,GLENTURRET 24 REL TRIPLE WOOD (10),sizes:1,glenturret|glenturret peat|glenturret 23|glenturret 24
false,godet,GODET VS COGNAC,godet vs cognac,100246,10,GODET VSOP COGNAC (10),sizes:1,godet|godet xo|godet vsop|godet vs
false,gonzalez,GONZALEZ 1939 ANEJO,gonzalez 1939 anejo,27512,10,GONZALEZ 1939 MEZCAL (10),sizes:1,gonzalez|gonzalez 1939
false,gordon,GORDON S VODKA,gordon vodka,60527,40,GORDON S D L D (40),sizes:4,gordon|gordon daniels|gordon macphail
false,grace,GRACE O MALLEY IRISH GIN,grace malley irish gin,35560,10,GRACE O MALLEY DARK CHAR CASK (10),sizes:1,grace|grace omalley
false,grands,GRANDS DOMAINES COGNAC XO,grands domaines cognac xo,26585,10,GRANDS DOMAINES COGNAC VS (10),sizes:1,grands|grands domaines
false,gray,GRAY WHALE GIN,gray whale gin,21938,20,GRAY WHALE VODKA (20),sizes:2,gray|gray whale|gray disguise|gray jay
false,grit,GRIT CITY VODKA LIONS EDITION,grit city vodka lions edition,33038,10,GRIT CITY BOURBON LIONS EDITIO (10),sizes:1,grit|grit city
false,guayabita,GUAYABITA DEL PINAR SECA,guayabita del pinar seca,36661,10,GUAYABITA DEL PINAR DULCE (10),sizes:1,guayabita|guayabita del
false,hamilton,HAMILTON DEMERARA,hamilton demerara,18841,20,HAMILTON JAMAICAN POT STILL (20),sizes:2,hamilton|hamilton jamaican|hamilton ministry|hamilton demerara|hamilton pimento|hamilton white|hamilton beachbum|hamilton breezeway
false,hampden,HAMPDEN ESTATE PAGOS,hampden estate pagos,33148,10,HAMPDEN ESTATE HLCF CLASSIC (10),sizes:1,hampden|hampden estate
false,hand,HAND BARREL KY STRAIGHT BBN,hand barrel ky straight bbn,29878,2,HAND BARREL DOUBLE OAK KY BBN (2),sizes:1|flavors:1,hand|hand barrel
false,handy,HANDY SCHILLER MANHATTAN,handy schiller manhattan,32262,10,HANDY SCHILLER PAPER PLANE (10),sizes:1,handy|handy schiller
false,hardhide,HARDHIDE CHILTON COUNTY PEACH WHISKEY,hardhide chilton county peach whiskey,53815,2,HARDHIDE PONCHATOULA STRAWBERRY WHISKEY (2),sizes:1|flavors:1,hardhide|hardhide ponchatoula|hardhide chilton
false,hardin,HARDIN S CREEK WHSE SRS 1R,hardin creek whse srs 1r,36310,10,HARDIN S CREEK WHSE SRS 2W (10),sizes:1,hardin
false,harmonic,HARMONIC SPIRITS PR MANHATTAN,harmonic spirits pr manhattan,32343,10,HARMONIC SPIRTS PR OLD FASHION (10),sizes:1,harmonic|harmonic spirts|harmonic sp
false,harpy,HARPY LIMONCELLO LIQUEUR,harpy limoncello liqueur,25009,12,HARPY ORANGECELLO LIQUEUR (12),sizes:2|flavors:1,harpy|harpy limoncello|harpy orangecello
false,hatozaki,HATOZAKI FINEST JAPANESE WHISK,hatozaki finest japanese whisk,20601,10,HATOZAKI OMAKASE PURE MLT WSKY (10),sizes:1,hatozaki|hatozaki finest|hatozaki small|hatozaki omakase|hatozaki umeshu
false,haut,HAUT DE VIGNE VS COGNAC,haut de vigne vs cognac,30507,20,HAUT DE VIGNE XO COGNAC (20),sizes:2,haut|haut de
false,havana,HAVANA CLUB ANEJO BLANCO,havana club anejo blanco,14476,10,HAVANA CLUB ANEJO CLASICO (10),sizes:1,havana|havana club
false,hawthorne,HAWTHORNE VODKA,hawthorne vodka,21220,10,HAWTHORNE REVIVAL GIN (10),sizes:1,hawthorne|hawthorne revival
false,haymans,HAYMANS SLOE GIN,haymans sloe gin,11854,10,HAYMANS OLD TOM GIN (10),sizes:1,haymans|haymans london|haymans sloe|haymans royal|haymans vibrant|haymans old
false,hedges,HEDGES BUTLER SCOTCH WHISKY,hedges butler scotch whisky,35946,20,HEDGES BUTLER SCOTCH WSK 12Y (20),sizes:2,hedges|hedges butler
false,hedonistas,HEDONISTAS DE LA FE CUISHE,hedonistas de la fe cuishe,30878,10,HEDONISTAS DE LA FE TOBALA (10),sizes:1,hedonistas|hedonistas de
false,hell,HELL CAT MAGGIE,hell cat maggie,12362,10,HELL HOUSE AMERICAN WHISKEY (10),sizes:1,hell|hell cat|hell house
false,hemingway,HEMINGWAY BOURBON WHISKEY,hemingway bourbon whiskey,35998,10,HEMINGWAY RYE SIGNATURE ED (10),sizes:1,hemingway|hemingway rye
false,henderson,HENDERSON APPLE WHISKEY,henderson apple whiskey,27652,12,HENDERSON PEACH WHISKEY (12),sizes:2|flavors:1,henderson|henderson apple|henderson peach|henderson vanilla
false,hermosa,HERMOSA CASAGAVE ANEJO,hermosa casagave anejo,34213,10,HERMOSA CASAGAVE BLANCO (10),sizes:1,hermosa|hermosa casagave
false,herradura,HERRADURA SILVER,herradura silver,7154,50,HERRADURA REPOSADO (50),sizes:5,herradura|herradura directo|herradura reposado|herradura anejo|herradura silver|herradura ultra|herradura legend|herradura variety|herradura blanco|herradura seleccion
false,hervas,HERVAS ANEJO TEQUILA,hervas anejo tequila,27571,10,HERVAS SILVER TEQUILA (10),sizes:1,hervas|hervas anejo|hervas reposado|hervas silver
false,heublein,HEUBLEIN 1792 MANHATTAN,heublein 1792 manhattan,26057,10,HEUBLEIN 1792 OLD FASHIONED (10),sizes:1,heublein|heublein 1792|heublein meyers|heublein wheatley|heublein corazon
false,hidden,HIDDEN BARN SERIES 1 SB BBN,hidden barn series sb bbn,35478,10,HIDDEN BARN MADEIRA CASK BBN (10),sizes:1,hidden|hidden barn
false,high,HIGH WEST DOUBLE RYE,high west double rye,10934,30,HIGH WEST BOURBON WHISKEY (30),sizes:3,high|high west|high rock|high bank|high goal|high ground|high horns
false,highline,HIGHLINE BOURBON,highline bourbon,31881,10,HIGHLINE TRIPLE RYE (10),sizes:1,highline|highline small|highline american|highline triple
false,hine,HINE RARE VSOP,hine rare vsop,9393,10,HINE HOMAGE (10),sizes:1,hine|hine cigar|hine rare|hine antique|hine homage
false,holladay,HOLLADAY SOFT RED WHEAT BBN,holladay soft red wheat bbn,31754,10,HOLLADAY SRW RICKHOUSE PROOF (10),sizes:1,holladay|holladay soft|holladay srw
false,hooten,HOOTEN YOUNG BIB BOURBON,hooten young bib bourbon,35529,10,HOOTEN YOUNG GOTHIC SERPNT RYE (10),sizes:1,hooten|hooten young
false,hope,HOPE VODKA,hope vodka,27225,10,HOPE FRENCH ORGANIC VODKA (10),sizes:1,hope|hope french
false,hornitos,HORNITOS PLATA,hornitos plata,4606,50,HORNITOS REPOSADO (50),sizes:5,hornitos|hornitos black|hornitos plata|hornitos cristalino|hornitos reposado|hornitos strawberry|hornitos anejo|hornitos cucumber|hornitos pineapple|hornitos lime
false,horos,HOROS LONGHORN BULL,horos longhorn bull,34661,10,HOROS SNAKE KING COGNAC XO (10),sizes:1,horos|horos snake|horos longhorn
false,horse,HORSE SOLDIER SIGNATURE SB BBN,horse soldier signature sb bbn,25003,10,HORSE SOLDIER STRAIGHT PREMIUM (10),sizes:1,horse|horse soldier
false,hoste,HOSTE THE MARTINI,hoste the martini,31732,10,HOSTE GOLD FASHIONED (10),sizes:1,hoste|hoste gold|hoste the
false,house,HOUSE OF HAZELWOOD THE OLD WAYS,house of hazelwood the old,100992,10,HOUSE OF HAZELWOOD THE EIGHT GRAIN (10),sizes:1,house|house of
false,humano,HUMANO BLANCO,humano blanco,100686,10,HUMANO REPOSADO (10),sizes:1,humano|humano reposado|humano blanco
false,hussong,HUSSONG S ANEJO TEQUILA,hussong anejo tequila,21542,10,HUSSONG S PLATINUM ANEJO (10),sizes:1,hussong
false,i,I W HARPER CABERNET CASK RSRV,harper cabernet cask rsrv,25557,2,I W HARPER 15 YR (0),sizes:1|flavors:1,
false,ilegal,ILEGAL MEZCAL JOVEN,ilegal mezcal joven,18130,10,ILEGAL MEZCAL ANEJO (10),sizes:1,ilegal|ilegal mezcal|ilegal unaged|ilegal reposado
false,indianos,INDIANOS TEQUILA ANEJO,indianos tequila anejo,32976,10,INDIANOS TEQUILA BLANCO (10),sizes:1,indianos
false,indri,INDRI DRU CASK STRENGTH,indri dru cask strength,32843,10,INDRI SINGLE MALT INDIAN WISKY (10),sizes:1,indri|indri single|indri dru
false,inquieto,INQUIETO ANEJO TEQUILA,inquieto anejo tequila,33783,10,INQUIETO PLATA TEQUILA (10),sizes:1,inquieto|inquieto anejo|inquieto extra|inquieto reposado|inquieto plata
false,insolito,INSOLITO ANEJO TEQUILA,insolito anejo tequila,27814,10,INSOLITO BLANCO TEQUILA (10),sizes:1,insolito|insolito blanco|insolito anejo|insolito reposado
false,inspiro,INSPIRO LUNA BLANCO TEQUILA,inspiro luna blanco tequila,28217,10,INSPIRO ROSA REPOSADO TEQUILA (10),sizes:1,inspiro|inspiro luna|inspiro rosa|inspiro special
false,invergordon,INVERGORDON SNGL GRAIN 30 YR,invergordon sngl grain 30 yr,36563,0,INVERGORDON SINGLE GRAIN 14 YR (0),sizes:1|aged,invergordon|invergordon single|invergordon sngl
false,iron,IRON FISH SALT MPL OLD FASHION,iron fish salt mpl old,29575,20,IRON FISH TOAST D GODFATHER OF (20),sizes:2,iron|iron fish
false,ironroot,IRONROOT HARBINGER BOURBON,ironroot harbinger bourbon,26773,10,IRONROOT ASSEMBLAGE BOURBON (10),sizes:1,ironroot|ironroot assemblage|ironroot harbinger|ironroot sleight
false,isautier,ISAUTIER MOLASSES RUM,isautier molasses rum,33150,10,ISAUTIER SUGARCANE RUM (10),sizes:1,isautier|isautier molasses|isautier sugarcane
false,islay,ISLAY BOYS FLATNOSE BLEND,islay boys flatnose blend,34865,10,ISLAY JOURNEY SERIES BLENDED (10),sizes:1,islay|islay mist|islay gold|islay journey|islay boys
false,isle,ISLE OF SKYE 8 YR,isle of skye yr,30726,10,ISLE OF SKYE 12 YR (10),sizes:2|aged,isle|isle of
false,italicus,ITALICUS LIQ,italicus liq,100279,10,ITALICUS ROSOLIO DI BERGAMOTTO (10),sizes:1,italicus|italicus liq|italicus rosolio
false,izarra,IZARRA JAUNE LIQUEUR,izarra jaune liqueur,30663,10,IZARRA VERTE LIQUEUR (10),sizes:1,izarra|izarra jaune|izarra verte
false,jackson,JACKSON MORGAN BANANA PUDDING,jackson morgan banana pudding,16777,12,JACKSON MORGAN WHIPPED ORANGE (12),sizes:2|flavors:1,jackson|jackson morgan
false,jacquin,JACQUIN S ROCK N RYE,jacquin rock rye,30847,10,JACQUIN S FIVE STAR BRANDY (10),sizes:1,jacquin
false,jaleo,JALEO ORO,jaleo oro,101760,10,JALEO PLATA (10),sizes:1,jaleo|jaleo plata|jaleo oro
false,jefferson,JEFFERSON S VSB,jefferson vsb,101386,20,JEFFERSON S BOURBON (20),sizes:2,jefferson
false,jeppson,JEPPSON S MALORT LIQ 6PK,jeppson malort liq 6pk,25387,10,JEPPSON S MALORT LIQUEUR (10),sizes:1,jeppson
false,jin,JIN JIJI INDIA DRY GIN,jin jiji india dry gin,32320,10,JIN JIJI DARJEELING INDIA DRY (10),sizes:1,jin|jin jiji
false,jinro,JINRO CHAMISUL FRESH SOJU,jinro chamisul fresh soju,35594,20,JINRO CHAMISUL ORIGINAL SOJU (20),sizes:2,jinro|jinro melon|jinro grapefruit|jinro green|jinro plum|jinro strawberry|jinro peach|jinro chamisul|jinro ilpoom|jinro is|jinro lemon|jinro 24
false,jj,JJ CORRY BONDERS 4 MALT GRAIN,jj corry bonders malt grain,34787,10,JJ CORRY BONDERS 1 SNGLE GRAIN (10),sizes:1,
false,johnnie,JOHNNIE WALKER RED LABEL,johnnie walker red label,19967,60,JOHNNIE WALKER BLACK LABEL (60),sizes:6,johnnie|johnnie walker|johnnie walk
false,johnny,JOHNNY S GIN,johnny gin,36197,10,JOHNNY DRUM PRIVATE STOCK (10),sizes:1,johnny|johnny drum
false,jose,JOSE CUERVO ESPECIAL SILVER,jose cuervo especial silver,5506,70,JOSE CUERVO ESPECIAL GOLD (70),sizes:7,jose|jose cuervo
false,joseph,JOSEPH MAGNUS STRAIGHT BBN,joseph magnus straight bbn,16748,10,JOSEPH MAGNUS CIGAR BLEND BBN (10),sizes:1,joseph|joseph magnus
false,jp,JP WISERS MANHATTAN CKTAIL,jp wisers manhattan cktail,26119,10,JP WISERS MANHATTAN COCKTAIL (10),sizes:1,
false,juegos,JUEGOS MEXICANOS ANEJO,juegos mexicanos anejo,29445,10,JUEGOS MEXICANOS BLANCO (10),sizes:1,juegos|juegos mexicanos
false,jung,JUNG WULFF GUYANA RUM,jung wulff guyana rum,36513,10,JUNG WULFF TRINADAD RUM (10),sizes:1,jung|jung wulff
false,junipero,JUNIPERO GIN BLUE BOTTLE,junipero gin blue bottle,31327,10,JUNIPERO SMOKED ROSEMARY (10),sizes:1,junipero|junipero smoked
false,jura,JURA SEVEN WOOD,jura seven wood,33475,10,JURA BOURBON CASK (10),sizes:1,jura|jura 12|jura 18|jura 21|jura seven
false,kai,KAI VODKA,kai vodka,32507,10,KAI LYCHEE (10),sizes:1,kai|kai coconut|kai lemongrass|kai lychee|kai young
false,kaigan,KAIGAN GIN,kaigan gin,35128,10,KAIGAN JAPANESE WHISKY (10),sizes:1,kaigan|kaigan japanese|kaigan mizunara|kaigan sakura|kaigan sherry
false,kaiyo,KAIYO PX SHERI WHISKY,kaiyo px sheri whisky,33230,10,KAIYO 5 WOOD JAPANESE WHISKY (10),sizes:1,kaiyo|kaiyo px|kaiyo signature|kaiyo cask|kaiyo the
false,kalamazoo,KALAMAZOO STILLHOUSE GIN,kalamazoo stillhouse gin,16889,10,KALAMAZOO STILLHOUSE VODKA (10),sizes:1,kalamazoo|kalamazoo stillhouse
false,kalips05,KALIPS05 ROSA LIQUEUR,kalips05 rosa liqueur,101770,10,KALIPS05 AZUL LIQUEUR (10),sizes:1,kalips05|kalips05 rosa|kalips05 azul
false,kamiki,KAMIKI SAKURA WHISKY,kamiki sakura whisky,28066,10,KAMIKI INTENSE WHISKY (10),sizes:1,kamiki|kamiki intense|kamiki sakura|kamiki japanese
false,kaniche,KANICHE XO RUM,kaniche xo rum,26779,10,KANICHE FIJI ISLANDS XO RUM (10),sizes:1,kaniche|kaniche xo|kaniche reserve|kaniche fiji
false,kavalan,KAVALAN SHERRY OAK,kavalan sherry oak,17568,10,KAVALAN EX BOURBON OAK (10),sizes:1,kavalan|kavalan ex|kavalan sherry|kavalan distillery|kavalan port
false,keela,KEELA STRAWBERRY CREAM TEQUILA,keela strawberry cream tequila,100800,-6,KEELA MANGO CREAM WITH TEQUILA (-6),sizes:1|flavors:2,keela|keela strawberry|keela mango|keela coffee
false,keeper,KEEPER S HEART IRISH BOURBON,keeper heart irish bourbon,34010,20,KEEPER S HEART IRISH AMERICAN (20),sizes:2,keeper
false,kelt,KELT XO,kelt xo,29494,10,KELT VSOP (10),sizes:1,kelt|kelt vsop|kelt xo
false,kentucke,KENTUCKE COUNTY WHISKEY 6 YR,kentucke county whiskey yr,100955,0,KENTUCKE COUNTY WHISKEY 12 YR (0),sizes:1|aged,kentucke|kentucke county
false,ki,KI NO BI,ki no bi,100468,10,KI NO BI KYOTO JAP GRN TEA GIN (10),sizes:1,
false,kilchoman,KILCHOMAN SANAIG,kilchoman sanaig,23345,10,KILCHOMAN MACHIR BAY (10),sizes:1,kilchoman|kilchoman machir|kilchoman sanaig|kilchoman loch
false,killr,KILLR BIRTHDAY CAKE,killr birthday cake,31733,2,KILLR SQUEEZED LIME (2),sizes:1|flavors:1,killr|killr birthday|killr sour|killr squeezed
false,kind,KIND EARTH ORGANIC VODKA,kind earth organic vodka,34892,10,KIND VALLEY PASSION FRUIT (10),sizes:1,kind|kind valley|kind earth
false,king,KING S CREEK BLACK SM 4 YR,king creek black sm yr,27240,10,KING DANE REUNION RUM (10),sizes:2|aged,king|king of|king dane
false,kingsbarns,KINGSBARNS DOOCOT SNGL MALT,kingsbarns doocot sngl malt,33504,10,KINGSBARNS BALCOMIE SNGL MALT (10),sizes:1,kingsbarns|kingsbarns balcomie|kingsbarns doocot
false,kirk,KIRK AND SWEENEY 12 YR,kirk and sweeney 12 yr,11785,0,KIRK AND SWEENEY 23 YR (0),sizes:1|aged,kirk|kirk and
false,kirkland,KIRKLAND VS COGNAC,kirkland vs cognac,33340,10,KIRKLAND SIGNATURE GIN (10),sizes:1,kirkland|kirkland sig|kirkland signature|kirkland canadian|kirkland golden|kirkland american|kirkland irish|kirkland highland|kirkland sm|kirkland lowland|kirkland single|kirkland gran|kirkland vs|kirkland islay
false,kiss,KISS DETROIT ROCK AGED RUM,kiss detroit rock aged rum,29354,10,KISS BLACK DIAMOND AGED RUM (10),sizes:1,kiss|kiss black|kiss cold|kiss detroit
false,knob,KNOB CREEK RYE,knob creek rye,8644,40,KNOB CREEK BBN (40),sizes:4,knob|knob creek
false,knobel,KNOBEL RYE WHISKEY,knobel rye whiskey,30563,10,KNOBEL RICKHOUSE EDITION (10),sizes:1,knobel|knobel rickhouse|knobel tennessee|knobel barrel|knobel rye
false,knucklenoggin,KNUCKLENOGGIN KETTLE CORN,knucklenoggin kettle corn,31076,2,KNUCKLENOGGIN PEANUT BUTTER (2),sizes:1|flavors:1,knucklenoggin|knucklenoggin salted|knucklenoggin cinnamon|knucklenoggin kettle|knucklenoggin peanut
false,koloa,KOLOA KAUAI DARK RUM,koloa kauai dark rum,28876,20,KOLOA KAUAI GOLD RUM (20),sizes:2,koloa|koloa kauai|koloa cask|koloa cane|koloa single
false,koval,KOVAL CRANBERRY GIN LIQUEUR,koval cranberry gin liqueur,18958,12,KOVAL BOURBON (10),sizes:2|flavors:1,koval|koval four|koval cranberry|koval rye|koval sngl
false,kyro,KYRO GIN,kyro gin,32007,10,KYRO PINK GIN (10),sizes:1,kyro|kyro malt|kyro oloroso|kyro peat|kyro wood|kyro pink
false,l,L EXCUSE LIQUEUR,excuse liqueur,30374,10,L EXCUSE YELLOW LIQUEUR (10),sizes:1,
false,laelia,LAELIA TEQUILA ANEJO,laelia tequila anejo,101465,20,LAELIA TEQUILA BLANCO (20),sizes:2,laelia
false,lagavulin,LAGAVULIN SCOTCH,lagavulin scotch,96426,10,LAGAVULIN DISTILLERS EDITION (10),sizes:1,lagavulin|lagavulin distillers|lagavulin 12|lagavulin offrman|lagavulin sweet
false,lagrimas,LAGRIMAS PLATA LA LOMA,lagrimas plata la loma,33634,10,LAGRIMAS PLATA EL SABINO (10),sizes:1,lagrimas|lagrimas del|lagrimas plata|lagrimas reposado
false,lake,LAKE LORE GIN,lake lore gin,29365,10,LAKE LORE RUM (10),sizes:1,lake|lake lore
false,lakes,LAKES DUNES VODKA,lakes dunes vodka,28690,10,LAKES DUNES BLANCO TEQUILA (10),sizes:1,lakes|lakes dunes
false,lamborghini,LAMBORGHINI ANEJO,lamborghini anejo,29423,10,LAMBORGHINI SILVER (10),sizes:1,lamborghini|lamborghini anejo|lamborghini silver|lamborghini reposado
false,lana,LANA ANEJO TEQUILA,lana anejo tequila,33137,10,LANA BLANCO TEQUILA (10),sizes:1,lana|lana anejo|lana blanco|lana reposado
false,largo,LARGO BAY GOLD RUM,largo bay gold rum,27273,20,LARGO BAY SILVER RUM (20),sizes:2,largo|largo bay
false,last,LAST CALL WHISKEY,last call whiskey,36499,10,LAST DROP IRISH WHISKEY (10),sizes:1,last|last drop|last call
false,lazzaroni,LAZZARONI AMARO,lazzaroni amaro,17408,10,LAZZARONI NOCINO (10),sizes:1,lazzaroni|lazzaroni limoncello|lazzaroni amaro|lazzaroni black|lazzaroni nocino|lazzaroni aperitivo|lazzaroni sambuca|lazzaroni amaretto|lazzaroni maraschino
false,le,LE FAVORI TRIPLE SEC,le favori triple sec,36154,10,LE VERGER FRENCH LIQUEUR (10),sizes:1,
false,leadslingers,LEADSLINGERS NAPALM CINNAMON,leadslingers napalm cinnamon,35445,2,LEADSLINGERS BOURBON 10 YR (0),sizes:1|flavors:1,leadslingers|leadslingers napalm
false,lecompte,LECOMPTE CALVADOS 5 YR,lecompte calvados yr,29791,0,LECOMPTE CALVADOS 12 YR (0),sizes:1|aged,lecompte|lecompte calvados
false,legado,LEGADO BLANCO,legado blanco,29085,20,LEGADO REPOSADO (20),sizes:2,legado|legado blanco|legado reposado
false,legent,LEGENT BOURBON WHISKEY,legent bourbon whiskey,19458,10,LEGENT YAMAZAKI CASK FINISH (10),sizes:1,legent|legent yamazaki
false,leiper,LEIPER S FORK DISTILLERY SB CASK STRENGTH BOURBON WHISKEY,leiper fork distillery sb cask,101581,10,LEIPER S FORK DISTILLERY SB CASK STRENGTH TENNESSEE WHISKEY (10),sizes:1,leiper
false,lepanto,LEPANTO GRAN RESERVA,lepanto gran reserva,26490,2,LEPANTO GRAN RESERVA P X (2),sizes:1|flavors:1,lepanto|lepanto gran
false,les,LES NORMA RED HORIZON,les norma red horizon,100522,10,LES NORMA SORREL SUNSET (10),sizes:1,les|les norma
false,liberty,LIBERTY LAGACIES COWBOY,liberty lagacies cowboy,100824,10,LIBERTY LAGACIES COMBAT SOLDIER (10),sizes:1,liberty|liberty lagacies|liberty legacies
false,limestone,LIMESTONE FARMS BLOODLINES,limestone farms bloodlines,31953,2,LIMESTONE FARMS PRIVATE STOCK (2),sizes:1|flavors:1,limestone|limestone farms
false,lindores,LINDORES ABBEY LOWLAND SM,lindores abbey lowland sm,28351,10,LINDORES ABBEY STR WINE BARRIQUE (10),sizes:1,lindores|lindores abbey
false,liquore,LIQUORE STREGA,liquore strega,28981,10,LIQUORE AMARETTO (10),sizes:1,liquore|liquore strega|liquore delle|liquore amaretto
false,little,LITTLE KRUGY,little krugy,20316,10,LITTLE BOOK CH 8 (10),sizes:1,little|little krugy|little book
false,llord,LLORD S COFFFEE,llord cofffee,20724,10,LLORD S AMARETTO (10),sizes:1,llord
false,lo,LO SIENTO ANEJO,lo siento anejo,33219,10,LO SIENTO BLANCO (10),sizes:1,
false,lobos,LOBOS 1707 JOVEN,lobos 1707 joven,23410,20,LOBOS 1707 REPOSADO (20),sizes:2,lobos|lobos 1707
false,loch,LOCH LOMOND ORIGINAL,loch lomond original,15128,10,LOCH LOMOND OPEN RIOJA CSK 23 (10),sizes:1,loch|loch lomond
false,loft,LOFT BEAR GIN,loft bear gin,36800,10,LOFT BEAR VODKA (10),sizes:1,loft|loft bear
false,london,LONDON LIQUEURS CANDY CANE,london liqueurs candy cane,36072,10,LONDON LIQUEURS ROSE WATER (10),sizes:1,london|london liqueurs
false,lone,LONE LIGHT GIN,lone light gin,30849,10,LONE LIGHT RUM (10),sizes:1,lone|lone light
false,los,LOS CABOS GOLD TEQUILA,los cabos gold tequila,35282,30,LOS CABOS SILVER TEQUILA (30),sizes:3,los|los vecinos|los siete|los arango|los cabos
false,lost,LOST IRISH,lost irish,30489,10,LOST LORE ANEJO TEQUILA (10),sizes:1,lost|lost lore|lost irish
false,lot,LOT NO 40,lot no 40,11169,10,LOT 40 DARK OAK CAN RYE WHISKY (10),sizes:1,lot|lot no|lot 40
false,louis,LOUIS ROYER VS,louis royer vs,34175,10,LOUIS ROYER VSOP (10),sizes:1,louis|louis royer
false,luca,LUCA MARIANO AMBASSADOR 86,luca mariano ambassador 86,30858,10,LUCA MARIANO OLD AMERICANA KSB (10),sizes:1,luca|luca mariano
false,lucano,LUCANO AMARO ANNIVERSARIO,lucano amaro anniversario,29269,10,LUCANO CAFFE ANNIVERSARIO (10),sizes:1,lucano|lucano limoncello|lucano amaro|lucano caffe|lucano sambuca
false,lucky,LUCKY STASH TEQUILA,lucky stash tequila,35948,10,LUCKY SEVEN THE HOLD UP (10),sizes:1,lucky|lucky cat|lucky seven|lucky stash
false,luna,LUNA DE JALISCO REPOSADO TEQ,luna de jalisco reposado teq,35187,10,LUNA DE JALISCO ANEJO TEQUILA (10),sizes:1,luna|luna de
